username,komentar
@Dany-wzk,"S7 sih, orang jawa itu Hama..
Gw sebagai orang jawa tulen juga merasakannya, karena pepatah jaman kolonial ""banyak anak, banyak rejeki"" orang jawa beranak mulu, ntar kalo nggak bisa ngasih makan nyalahin pemerintah, kalo gak ada kerjaan bertransmigrasi ke pulau lain, kasian yg punya pulau malah harus bersaing sama orang jawa, yg jelas dari dulu sektor pembangunan difokuskan ke Jawa"
@budTv-gt6tf,"Lah
Chapter nya satu doang. 
Gua nungguin chapter 2, 3, 4
Kesimpulan. 


Formatnya dah keren kang"
@arifincepok_9726,"Sejujurnya sond horeng kalo di daerah Jawa timur mungkin banyak yang meyukai. Mungkin mereka menyukainya karena di setiap saat mendengar sond horeng jadi secara tidak langsung Meraka sudah terbiasa mendengar dan  bagi mereka tidak mengganggu atau bahkan mungkin tidak legap kalo tidak mendengar horeg. Beda bagi orang lain yg mungkin hanya mendengar/melihat, lewat media sosial kalo terasa menggangu itu wajar."
@Nurcahyoireng,"Komentar template
""Mainmu kurang jauh""
""Sini main ke jatim"""
@amerania2793,"sound hereg kecil kemungkinan akan tampil di kota bisa pun sekali dua kali karna bla bla bla sedangkan kalau di wilayah kabupaten bisa setiap hari namun berpindah2 tempat perlu di katahui sound horeg itu di ( SEWA ) bukan karna keinginan pemilik rental sound itu sendiri dan sebagai besar PENYEWA ITU Kelompok bukan idividula cotoh satu desa ada 30 rt ya sound yg di daerah itu ada 30 satu rt satu sound jadi semua berdasarkan kesepakan warga dan masyarakat bukan individual ya emang susah sekali menjelaskan kepada orang"" yg belum pernah melihat secara langsung bagaimana proses nya di even2 Karnaval di kabupaten perlu di ketahui bahwa setiap even karnaval di desa perputaran ekonomi bisa di katakan menyentuh (M) pedagang umkm usaha mikro tranpotasi kuliner tukang rias fotografer tukang parkir dan masih banyak lain nya itu semua bergerak rodo ekonomi nya jalan tapi mau bagaimana lagi orang2 kota belum tau yg sebenar benar nya karna apa karna belum pernah melihat langsung bagaimana dinamika nya apa saja positif negatif nya....kaji yotuber seperti ada tolong lihat langsung secara full baru ada berpendapat jangan mengambil cuplikan2 yg belum tentu kebenaran nya jadi datanglah secara langsung dan bikinlah resit baru anda bisa menyimpulkan dengan perspektif yg benar jadi tolong modal dikit jangan comot sana sini sangat tidak modal "
@alfonsusenggarbramantyo381,"dulu gw sering naik angkot yang ada spiker gede di belakang, gw sering duduk deket tu spiker mana full volumenya, bahkan gw pake headset volume full ngak ngaruh. "
@icebearchan5567,banyakin konten serius gini bang asselii
@suarakitasuarabersama,"mereka yang suka sudah di pastikan yang rumahnya tidak di lalui sound horeg...bagi warga masyarakat yang di lalui sound horeg mereka resah dan sangat terganggu...saya sendiri yang mengalaminya..tetapi kenapa sampai saat ini..pemerintah seakan tidak ada tindakan..salah satu contohnya yang ada di wilayah ""MALANG SELATAN""...parade ini..dimulai pagi menjelang siang..sampai pagi hari...bahkan selesai menjelang siangnya lagi ( 24 jam )...semoga dengan di bahas di chann mas steven ini..ada tindakan lebih tegas lagi."
@ZhankMoba3695,Sound Kesayangan SDM Jatim
@GalGhil,ferry irwandi inspired bnget sih ini konsep nya. mantab.
@A8humanity,"sound horeg itu berjalan karena di sewa masyarakat, di bunyikan di tempat penyewa di arak keliling kampung bersama masyarakat yang nyewa,kalaupun ada kerusakan yang ganti rugi juga penyewa tapi yang ribut protes orang luar daerah / orang yang cuma liat di sosmed sudah  merasa si paling di rugikan  kalaupun ada warga gak suka kalo mayoritan warga suka atas kesepakatan bersama yang minoritas ya ngalah dulu toh sound horeg ga mungkin berhenti di depan rumahmu sampek 24 jam mungkin hitungan menit "
@chanwalk6774,"Gw suka horeg tapi kyk aneh aja bro, yang kebanyakan komplain itu orang yang bukan dari desa situ yang ngadain acara, tapi dari kota lain yang suaranya gk nyampe sana, dan lagi kalo memang banyak yang gk suka, gk mungkin tiap bulan ada acaranya, saya sih heran yang di bahas fasilitas umu dirusak padahal banyak klarifikasi di ganti panitia1000%, ayolah brok sama"" jawa timur pasti tau lah POSITIF nya, membuka lapangan pekerjaan crew, pedagang umkm dll, ayolah cari positifnya juga kita ada acara sholawatan/santunan anak yatim sumbang sound 
Cmon man..."
@JohanKce,"Saya asli lumajang jawa timur....
Kita disini senang2 saja....
Cuman kasihan saya sama kamu...mainmu kurang jau brow ngakak "
@mjun4343,yg suka sound horeg coba telinganya pasang 2 sound horeg disebelahnya telinganya
@agnosticperson9583,Apakah pecinta horeg itu telinganya BUDEG? 
@botpogo2085,"ini gw baru debat sama penggemar anomali ini di salah satu video youtube yang bahas masalah ini, udah gw kasih contoh gmna kalo misalnya keluarga lu ada yang sakit atau ada yang rumahnya rusak gara gara sound horeg ini, dan percaya gk percaya ya lebih dari 20 orang yang bales komen gw kebanyakan pada bilang kalo ada keluarga nya yang sakit terus ada sound horeg orang yang sakitnya yang di pindahin sama kalo ada rumah yang rusak ya gak papa itu malah tandanya sound horegnya bagus, kan bangsat ya, kalo ada keluarga nya yang sakit masih bisa bisanya dukung horegnya, sama kalo rumah dia nya a rusak malah bangga kalo suara horegnya kenceng banget, jadi ya yang gw liat ini tuh jatuhnya udah bebal aja orang orangnya, udah paling bener di larang secara hukum"
@newrizki2365,bro mencoba menyampaikan dengan diplomatis supaya tidak diparani(lagi)
@AsepMustofaIkhwanulJamil,"1. Gw masih mencari-cari bukti nyata semua pengrusakan di ganti kerugiannya... Banyak loh video hancur/rusak, tapi video penggantiannya? Not Found, kemarin malah ada konten horeg, dengan bangganya ""Semakin merusak, semakin di Sawer"", kemarin waktu dijakarta ada loh video gedung kaca jadi retak-retak, ada ganti ruginya juga enggak itu?
2. kemarin-kemarin juga viral, JELAS-JELAS ADA TAHLILAN, eh si Horeg ini malah tetep Jalan sambil Joget2 (terus mau ditutupin sama video ada anak kecil pake tulisan ortu/nenek lagi sakit tolong kecilin.... PLEASE DAH ITU UDAH MALEM, WAKTU ISTIRAHAT DAN ELU MALAH NGE-GANGGU WARGA, bukannya sadar diri malah makin jadi
3. hal aneh lainnya, gw sodorin genre musik lainnya malah lu gak terima katanya mengganggu padahal suaranya cuman keluar dari speaker mini, bahkan HP, apalagi kalo bahasa inggris....
4."
@febryanbagas4721,Spongebob berulah. Modal wifi dah sok paling tau. Minimal turun di lapangan.
@SLEEPERSEVERYDAY,"Gw juga ngerasa ga enak gitu kalo ada sound Horeg lewat, karena gw lebih nyaman dnegan ketenangan."
@avinrohmansyah8339,"MAU DENGERIN SOUND HOREG IKU SEWA E MAHAL BOSS....BUKAN KLUAR RUMAH TINGGAL DENGERIN....ITU SOUND DI SEWA BOSS....GAK MURAH SEWA E.....HANYA MELURUSKAN.....
MENTAL SOSMED GAK TERJUN LANGSUNG LIAT GMANA SEBENERE NDK LAPANGAN MODAL VIDEO POTONGAN.....UDAH BUAT VIDEO GINI...."
@short-s3i,kenapa lagu nya son horek mesti dj alay alay sihh
@y_tom,"Ini budaya bos.


Ucap mereka"
@kurniawanup8033,"Gak mabok gak enak denger musik kenceng, dan bukanya itu termasuk pesta miras?, dan oknum yg ngamanin"
@faidahasanah7162,"Pencinta son horek,
 langsung disepam aja vidio nya."
@AlfinArdiansyah-bm5nv,Pnk jaman 2015 bolo genok hp sound horeq gk viral saiki titik viral gk pnk 
@Samsularifin-kd9gb,Coba anda terjun langsung ke lapangan even sound horeg boss qq wawancarai owner rentalnya anda akan paham disana
@bennyeka603,"gue jawa tapi gue ga suka dan benci banget sound horeg, mengganggu sekali, gue tinggal di perumahan jauh dr jalan umum, pas karnaval lewat jalan umum aja kedengaran sampe rumah geter2 kaca, apalagi deket jalan umum rumahnya, ga kebayang gue, ga jelas banget memang sound horeg ini apalagi dibarengi joget2 pantat kayak di tiktok gasuka banget anak kecil dilihatin goyang kayak gt bagaimana mau jadi Indonesia emas 2045 "
@ramandawalbariashar7014,"Penikmat Sound Horeg dengan segala sound system nya yang ditumpuk dan bass doang isinya : ""Ini budaya kami, hobby kami mahal !""

Penikmat Audiophile dengan Lossless music nya dan equipment Audio Ternamanya seperti Sennheiser, Audio Technica, Sony, AKG, Shure, Grado, Beyerdynamic + DAC AMP : ""Hmmm Ok terserah kalian aja deh"""
@bambangmbang9120,Hahahaha aku wong jowo malang asli. gua sebagai sound men cuman bisa ketawa aja dngan percakapan isinya Hahahha
@vikisetiawan4797,Mungkin tempatnya aja kek di lapangan terbuka gtu
@Kentutberdahak99,gua suka sekali bang apalagi kalo dibakar sekalian tuh speaker
@inisial_r.,Sampean turun wawancarai positifnya adanya sound horeg terus baru komentar itu baru 
@aldiputra3899,Wong Surabaya to bang Steven
@syaifudin2334,"Sebenarnya bukan budaya baru, saya kelahiran 90 sejak saya kecil di daerah kabupaten malang tepatnya rumah saya di kecamatan turen sound system horeg sudah di gunakan untuk mengiringi kegiatan karnaval. Cuma bedanya dulu belum ada sosial media."
@alawiahmadhamzofi4923,Bang suka banget serius begini lanjutkan
@robinjos9638,Monggo mas terjun langsung ke lapangan jangan asal bikin konten biar tau apa sebenarnya yang terjadi......
@dikckyuyeh90897,Jatim full SH   1.SH:Sound horeg 2.Sepeda herex 3.setia hati
@zuuuuii,"Gw menolak kalo ini di sebut budaya baru

Ini jelas polusi suara"
@EtiHendra,"Hobi kita emang SDM rendah,tapi  coba delok en sek cek gak nyocot"
@MusTakim-v7n,Sebelum Anda mengomentari sound horeg harus terjun langsung ke tempat nya biar tau sisi positif dari sound horeg
@AnasArafat-ue9rb,"Karena orang kota asli gk suka hiburan,,, tau kayak gini langsung bacot hahahah"
@Bibidanblack-s7,Sangat terganggu. Untung di Belitung gak ada kayak gini . Hama meresahkan
@IlhamSanin-zm7yk,horeg lebih kya vrindavan sih
@BrebesArifRomadhon2003,"Mendengarkan nya terasa risau untuk publik yang merasa terganggu dan bangga untuk yang mendengarkan nya sambil merasakan hiburan yang kurang di cintai secara keseluruhan , lakukan kan lah hal positif yang menciptakan kenyamanan di lingkungan publik dan itu sampai sekarang tak ada di Brebes , kekurangan nya pasti ada dalam mengaplikasikan nya , ini kesenangan dan hal yang wajar dari kesenangan adalah kenyamanan , gue juga pencinta musik dan musik itu bagian yang menemani kala berseruput dengan kopi , seperti itulah menikmati alunan musik tanpa harus menganggu orang lain "
@doniesaputra7018,Menurut gua soun horeg.. perlu di lestarikan dijakarta dan dikota kota lainya...
@UmarulBid,"Maaf bang ...
Begi bang sound horeg atau ouner sound horeg sebatas jasa dan disewa ...
Dan para soun horeg hanya mengikuti tuntutan"" Pasar khususnya di jawatimur ...
sekarang coba aku nanya bang ya KENAPA tidak penyewanya saja yang dikritik"
@widiardiansyah7209,"bang jangan kutangan dong, pake baju serius juga gitu"
@atomictypo,Saya orang Jawa dan saya tidak setuju adanya Sound Horeg.
@muklisinimam8329,"Edukasi ya yang saya rasa masih kurang,,, 
untuk terselenggara.a sebuah efent pastilah sudah melalui point2 berikut
1 panitia penyelenggara 
2 masyarakat yang akan mengadakan acara
3 anggaran dana iyuran
4 rute yang akan di lewati 
5 izin aparat desa dan kepolisian
 
 poin ini pasti sudah di pegang sejak jauh2 hari kalok point2 ini enggak ada tidak lah munkin bisa terselenggara.
Miris.a kalok di sosial media mereka ini malah di hujat dgn kata2 yg tidak mengenakan hati dengan kata2 komentar yang sering saya jumpai mengganggu masyarakat padahal ini acara masyarakat dan dari masyarakat untuk masyarakat."
@ahmadbeidowi7809,Biar konten nya rame mending ngundangsalah satu owner sound di jawa timur saran sih kalo brani
@m_inamaliudin2960,raine persis box paratel 
@maskunyuk9231,"Pasti ada orang yang gak seneng sih tapi apadaya kalau mereka bilang keberatan akan itu ...., 
pasti tidak akan ada yang denger sih soalnya suara bass-nya kenceng gitu "
@bangdyki9323,"Tergantung sing nyetel mas, nak sing nyetel bangsat ra duwe utek wi sound asu , tapi nak sing nyetel iso mikir aman wae mas..."
@ArdiansyahRans,"pernah beberapa tahun lalu hobi audio juga, tapi kalo gw yang portable walau cuma iem+dac dongle, kalo audio portable kan jelas yang dicari itu detail, resolusi, clarity, separasi, soundstage, low, mid, high, dll, nah pas tau ada sound horeg bingung gw, ini yang dicari apaan, itu semua yang gw sebutin sebelumnya busuk kalo di sound horeg, okelah katanya bass gede, memang gede, tapi itu pecah dan jelek gak ada kualitasnya sama sekali, kuantitas doang, kualitas audio yang lainnya juga hadehh, itu gak bisa dimasukin ke hobi audio sih, hobi ngerusak fasilitas umum sama kuping aja memang"
@ardisupri,"Modal mixcrofon karo singlet lor,.."
@mlbbnob859,"Aslinya sah sah aja parade sond horeg tp ditempat lapangan yg jauh dari perumahan bukan malah diarak diperumahan,,yg sering diarak perumhan cuman mau caper aja"
@novanoplekklewangvlog8761,"Saya domisili Jatim, suku Jawa tulen, saya pun salah 1 orang yang kontra dengan budaya2an ini."
@shakamaynie,"Jujur aja nih, kadang pas denger sound nya tuh kaya dada gua sakit banget langsung anjir. Reflek menjauh juga kadang."
@TigaTry,Solo terkeren
@Clan80462,So tau
@AriefSkalter,"Orang2 pada takut gempa, ini malah bikin gempa"
@truepoint8161,sound horeg kalau di mainkan di lapangan itu cocok tapi kalau lewat gang ya rusak lah rumah warga
@Hrrr24,"EFEK KEHABISAN KONTEN, NYENGGOL SOUND HOREG


GAK NYENGGOL GAK MAKAN"
@danyfery3196,CONTOH TU CHENEL DOTCO BARU JOSSSS..
@metalkecil3935,Harus nya genre metalcore
@nandaliem6597,Ga masalah asal di lapangan kek apa gimana yang penting tidak mengganggu
@muhamadhadi3294,Cie pingin viral kayak kamar jeri
@RamaKunNeko,Sound Horeg sama saja kayak Doger Monyet tapi dengan Speaker besar dan juga yang narinya Manusia
@MusTakim-v7n,Ku dukung sound horeg
@AnggaReza-c4m,Saran ya mas klo mau membahas tentang sound horeg alangkah baiknya kmu hrus temui nara sumbernya lngsung
@cubedot9228,Musik lebih memabukkan daripada alkohol
@mocubaidillahmansur19,"Wkwkwkw kalo cuma ambil data di medsos mah emang banyak yang bahas sisi negatif nya aja,soalnya banyak media² di indo cuma nyari views nya doang, coba aja kau datang langsung ke lokasi dan tau kalo disitu banyak umkm yang jalan"
@ZolaAnindirapramesti,"Banyak sebenernya yang harus di hujat gak terus tentang sound horeg banyak hal merugikan yang kalian biarkan dan memprotes hal yang sebenernya efek ke hidup lu juga gak banyak !!!!

Bahaya mana sound horeg sama pejabat dari tingkat desa - pusat yang merusak hak hak masyarakat 
Polisi"" korup yang bilamana mereka merugikan kalian , kalian cuma diam"
@dobelmusikgank,Bang coba langsung cek aja di lokasi acara karnaval horeg cari info secara langsung gua yakin pendapat lo akan berbeda lagi tentang sound horeg ini
@IRAWAN413,Pengen viral bang  datang saja ke tempat sound horeg biar paham abang..jangan cuman katanya katanya tok jangan liat di sosmed tok..klo ingin abang lebih pahm langsung datang ke pusatnya
@nurholis8842,Yang kocak lagi fansnya wkwkwk mereka sangat fanatik dan ber otak batu ... Dikasih nasehat sangat bebal awokawok pantes sih di sebut SDM RENDAH
@MR-DNMOTOVLOG,Kukira chanel sebeleh kalo gak liat vidio
@SCATTERR-d5k,Gak suka gausah di lihat di malang gak ada yang terganggu kecuali di luar kabupaten malang karena sound horeg tercipta di malang jadi warga kabupaten malang terbiasa
@genxercommunity,Mbokyo teko langsong nk lapangan cong. Ojo angger muni ae
@Horeg-s9u,"Contoh konten creator yg cuma nyomot vidio tapi tidak tau aslinya bagaimana . 
Contoh youtuber jakarta dgn nama chanelnya dot co yg lngsung terjun ke jatim buat lihat aslinya bagaimana 
jika tidak tahu mending diam"
@niki.shinten,"saya orang desa juga orang Jawa, coba aja itu sound horeg masuk desa saya, saya jamin pulang² udah jadi abu"
@dimassaputra5607,ITU DISEWA OLEH MASYARAKAT KLO GK DISEWA GK BAKAL KELUAR. YANG DILEWATI OLEH SOUND HOREG JUGA DI DESA YANG DI SEWA. RISET DULU BOS SEBELUM KOMEN.
@MasBree30,Saya orang JAWA (solo) dan saya merasa TERGANGGU
@PiaAgungenak,Alhamdulillah ngak tinggal di daerah itu
@larawaja,"Tebak provinsi dongg, hweheheh"
@MusTakim-v7n,Sebelum Anda mengomentari sound horeg harus terjun langsung ke tempat nya biar tau sisi positif dari sound horeg
@ahmadchannel5012,modal sosmed aja buat vidio looo coba buktikan kesini langsung brooo
@bendombois8706,8:53 setiap hari ?
@FrengkyAndeli,"admin gk tau fakta yang sebenarnya dilapangan sebaik amin channel terjun langsung biar anda paham sound horeg itu disewa warga satu desa satu kecamatan semua warga ikut iyuran untuk mengadakan acara sound horeg jika sound horeg ini merusak kenapa setiap bulan ada atau kecamatan yang berbondong"" menyewa sound horeg pakai logika sendiri jika  udah tau merusak ngapain warga sampai rela iyuran sampai puluhan hingga ratusan juta untuk mendatangkan sound horeg"
@aslanmukaddar1074,More Video Like This  I Like It
@shomhardyd.ishqal4776,Diiringi dengan pesilit pehesate
@LabibAbyan,Orang yg nyewa Sound udah mempersiapkan uang ganti bg kalo ada kerusakan dirumah warga
@Gading1104,50 orang tercepat 
@iwanbopeng876,Modal potongan video di dimedia udah sok lu
@WarijoBrc,Betawi...jakarta itu smua orang indonesia
@aliandoanam4014,"Gw tunggu pencinta sound horeg mampir d komen,pengen gw maki"
@atomictypo,0:55 Saya Setuju 
@ffiru_zgaming.230,Kata nya klo rumah orng bisa sampe ancur lebur saweranya makin gede kata nya...terus rumah yg rusak udah di bayar Kta nya bener ga sih...klo di liat dri video2 yg beredar dan liat ekspresi yg punya rumah ga kya gtu dah...klo emang udah di bayar rumah2 nya pasti ikhlas2 aj tu yg punya rumah...bener ga sih..mohon penjelasannya dong yg punya sound Kya gini
@reygaalfarizie,Numpang viral tach boss kok bahas sound horeg
@zulfikar5693,@Stevansyoung dulu sound horeg itu mulai ada tahun 2014 tapi kalo soal musik dj tapi gak kayak gini deh aku dulu pernah lihat di YouTube tapi gak seperti ini dulu.
@adityangawi6487,"petualang dan belajarnya kurang jauh makanya di anggap meresahkan dan tidak tahu tata cara perencanaan dari awal sampai akhir dan kurang 
Paham bahkan tidak paham sama sekali tata cara    system sound horeq bahkan orang malang punya komunitas bisa datang ke markas mahardika riswanda sama brewog audio tentang sound horeq"
